label,processed_text
0,"['remember', 'feeling', 'lonely', 'child', 'room', 'even', 'though', 'lot', 'toy', 'keep', 'occupied']"
2,"['feel', 'sympathetic', 'mr']"
0,"['feel', 'place', 'wa', 'tragic']"
0,"['feel', 'rejected', 'although', 'admit', 'used']"
1,"['feel', 'id', 'passionate', 'invest', 'time', 'mention', 'enjoy', 'writing']"
2,"['passionate', 'obama', 'supporter', 'woman', 'feel', 'twinge', 'guilt', 'time', 'fact', 'supporting', 'first', 'woman', 'real', 'shot', 'presidency']"
0,"['spent', 'rest', 'morning', 'feeling', 'discouraged', 'disappointed']"
2,"['feel', 'falling', 'love', 'quite', 'lovely']"
1,"['feel', 'important', 'give', 'view', 'regarding', 'event', 'took', 'place', 'general', 'synod', 'last', 'week']"
4,"['feel', 'pressured', 'come', 'something', 'else', 'funny', 'write']"
3,"['want', 'irreplaceable', 'find', 'person', 'make', 'feel', 'way', 'think', 'id', 'rather', 'stay', 'single', 'im', 'number', 'whats', 'point', 'refuse', 'something', 'settle', 'maybe', 'im', 'stubborn', 'feel', 'idrc']"
4,"['feel', 'strongly', 'could', 'helping', 'people', 'unsure', 'within', 'u']"
0,"['know', 'still', 'feel', 'unpleasant']"
4,"['wish', 'didnt', 'feel', 'afraid', 'talk', 'new', 'people']"
4,"['ive', 'feeling', 'indecisive', 'lately']"
0,"['feel', 'bit', 'helpless', 'good', 'term', 'step', 'plate', 'get', 'ready']"
0,"['feel', 'broke', 'inside', 'wont', 'admit', 'cause', 'miss', 'soo', 'hard', 'say', 'goodbye', 'come']"
4,"['ride', 'sunday', 'wa', 'still', 'feeling', 'little', 'apprehensive', 'monday', 'decided', 'title', 'lunge', 'href', 'http', 'en']"
1,"['see', 'feel', 'free', 'post', 'photo', 'href', 'http', 'facebook']"
1,"['imagine', 'countless', 'law', 'suit', 'counter', 'law', 'suit', 'based', 'people', 'feeling', 'boo', 'hoo', 'hoo', 'precious', 'civil', 'right', 'violated']"
1,"['boy', 'admitted', 'medicine', 'school', 'uncle', 'coming', 'back', 'fron', 'canada', 'next', 'week', 'father', 'told', 'wa', 'happy', 'moment']"
3,"['sick', 'feeling', 'hated', 'lonely', 'dumb', 'unloved', 'forgotten']"
2,"['floating', 'flashback', 'feeling', 'heaviness', 'nostalgic', 'heart']"
4,"['confess', 'wa', 'feeling', 'nervous', 'made', 'way', 'event', 'venue']"
0,"['think', 'sleeping', 'good', 'since', 'ive', 'feeling', 'sleep', 'deprived', 'summer']"
1,"['feel', 'festive', 'christmas', 'week']"
0,"['hope', 'didnt', 'get', 'feeling', 'didnt', 'want', 'make', 'feel', 'bad', 'bringing']"
3,"['feel', 'market', 'somewhat', 'dangerous', 'position', 'trader', 'end', 'wrong', 'side', 'right']"
0,"['think', 'worse', 'feel', 'shoe', 'would', 'devastated', 'least', 'wa', 'far', 'wa', 'concerned', 'sort', 'blue']"
1,"['wa', 'feeling', 'absolutely', 'ecstatic', 'morning']"
2,"['feel', 'travel', 'back', 'fond', 'memory', 'inside', 'flashback', 'thought', 'view', 'achieved', 'wonderland']"
1,"['feel', 'sincere']"
0,"['im', 'going', 'help', 'feel', 'regretful', 'buy', 'ice', 'cream', 'next', 'time', 'see']"
1,"['feel', 'pain', 'remember', 'im', 'thats', 'relax', 'little', 'breathe', 'normally', 'calm']"
0,"['felt', 'like', 'talking', 'know', 'say', 'cause', 'real', 'damage', 'least', 'cousin', 'feel', 'alone', 'needed', 'anyway', 'tell', 'could', 'take', 'battalion', 'necessary']"
0,"['wa', 'asked', 'comment', 'feel', 'receiving', 'award', 'said', 'wa', 'feel', 'embarrassed', 'right']"
0,"['feel', 'like', 'gone', 'broke']"
0,"['woke', 'feeling', 'listless', 'dehydrated', 'weekend', 'included', 'strip', 'club', 'tackle', 'football', 'hour', 'binge', 'drinking', 'hockey', 'game', 'decided', 'go', 'work']"
1,"['feel', 'privileged', 'think', 'home', 'grew', 'still', 'exist']"
3,"['left', 'feeling', 'annoyed', 'angry', 'thinking', 'wa', 'center', 'stupid', 'joke']"
2,"['begin', 'feel', 'grow', 'fond', 'asks', 'leave', 'alone', 'good']"
0,"['guess', 'feel', 'ugly', 'sort', 'way']"
1,"['tuck', 'fear', 'back', 'quiet', 'chamber', 'heart', 'ponder', 'another', 'day', 'feeling', 'less', 'brave']"
0,"['wa', 'feeling', 'stressed', 'little', 'lonely', 'earlier', 'feel', 'stressed', 'lonely', 'sick']"
2,"['feel', 'charlie', 'wa', 'generous', 'sharing', 'writing', 'credit', 'clearly', 'could', 'done', 'music', 'without']"
1,"['feel', 'cute', 'girlie', 'dress', 'way']"
1,"['say', 'first', 'time', 'filled', 'chocolate', 'feel', 'like', 'fabulous', 'job']"
1,"['need', 'place', 'feel', 'valued']"
0,"['know', 'let', 'people', 'decide', 'happiness', 'damn', 'feel', 'like', 'either', 'risk', 'happiness', 'please', 'people', 'much', 'hate', 'school', 'school', 'fucking', 'pathetic', 'deserve', 'time', 'money']"
4,"['slow', 'bit', 'stay', 'partly', 'feeling', 'like', 'start', 'win', 'give', 'partly', 'afraid', 'push', 'kill', 'trying', 'stay']"
1,"['feeling', 'joyful', 'despite', 'caribbean', 'island', 'fantastic', 'diving', 'learning', 'new', 'exciting', 'skill', 'dive', 'master', 'coaching', 'client', 'north', 'america', 'bring', 'joy']"
0,"['feel', 'earth', 'move', 'tribute', 'carole', 'king', 'karaoke', 'mix', 'bewertung', 'rel', 'nofollow', 'target', 'blank']"
1,"['feel', 'better', 'cuz', 'listen', 'song', 'img', 'src', 'http', 'ifyouwanttoknow']"
1,"['may', 'smitten', 'shy', 'might', 'even', 'bat', 'eyelash', 'time', 'smile', 'cant', 'help', 'feel', 'charmed']"
5,"['may', 'give', 'much', 'sooner', 'day', 'feel', 'like', 'im', 'gon', 'na', 'die', 'ive', 'curious']"
1,"['feel', 'like', 'ask', 'someone', 'delicious', 'looking', 'dessert', 'made']"
4,"['lie', 'bed', 'leg', 'constant', 'motion', 'feel', 'control', 'shaken', 'tapped', 'something']"
4,"['feel', 'though', 'snowglobe', 'shaken', 'im', 'still', 'flying', 'air']"
3,"['mustered', 'energy', 'feel', 'christmassy', 'remember', 'feeling', 'kind', 'pissed', 'bad', 'timing', 'everything']"
4,"['im', 'year', 'old', 'must', 'admit', 'ha', 'made', 'feel', 'uncomfortable']"
0,"['remember', 'started', 'feeling', 'homesick']"
0,"['feeling', 'low']"
0,"['feel', 'like', 'wa', 'miserable', 'im', 'happy']"
4,"['im', 'feeling', 'bit', 'neurotic', 'ill', 'lose', 'job']"
0,"['feel', 'submissive', 'ha', 'place', 'work', 'environment']"
3,"['feel', 'bit', 'insulted', 'nothing', 'like', 'woman', 'bloody', 'hate', 'incessant', 'bitching', 'general', 'bloody', 'nothing', 'time']"
1,"['im', 'feeling', 'festive', 'dont', 'think', 'posted', 'good', 'picture', 'tree']"
3,"['wa', 'feeling', 'angry', 'feeling', 'self', 'conscious', 'short', 'wishing', 'wasnt', 'alone']"
0,"['feel', 'love', 'men', 'abused']"
0,"['feel', 'like', 'discontent', 'work', 'load']"
3,"['ive', 'feeling', 'really', 'spiteful', 'lately', 'think', 'ill', 'sit', 'listen', 'rammstein']"
4,"['feel', 'like', 'soda', 'shaken', 'turbulently', 'flew', 'violently', 'container', 'moment', 'felt', 'air', 'exchanging', 'freedom']"
3,"['feel', 'hostile', 'thought', 'taking', 'credit', 'card']"
4,"['feel', 'insecure', 'lack', 'confidence']"
2,"['still', 'didnt', 'start', 'feeling', 'contraction', 'wa', 'tender', 'mercy', 'would', 'come', 'st', 'matter']"
3,"['feel', 'bitter', 'see', 'become']"
2,"['thirteen', 'unsure', 'unsure', 'feel', 'shishido', 'senpai', 'although', 'always', 'admired']"
1,"['didnt', 'go', 'cardboard', 'goal', 'feel', 'successful', 'turned']"
4,"['aware', 'one', 'traumatic', 'memory', 'ha', 'surfacing', 'leaving', 'feeling', 'nausea', 'gently', 'terrified', 'always']"
3,"['ive', 'feeling', 'disgusted', 'ashamed']"
1,"['exactly', 'week', 'train', 'prepare', 'perfect', 'week', 'one', 'almost', 'done', 'im', 'feeling', 'excited', 'trying', 'get', 'nervous', 'look', 'ahead', 'longer', 'run', 'schedule']"
2,"['feel', 'dont', 'mention', 'food', 'dont', 'think', 'ur', 'considerate', 'noticing', 'obsession', 'talking']"
1,"['recall', 'ever', 'feeling', 'carefree']"
0,"['feel', 'like', 'ive', 'missed', 'calling', 'vet', 'could', 'spend', 'day', 'every', 'day', 'visiting', 'god', 'precious', 'magnificent', 'creature']"
2,"['happy', 'finally', 'feel', 'like', 'something', 'compassionate']"
1,"['guess', 'man', 'know', 'make', 'every', 'one', 'feel', 'special']"
2,"['could', 'feel', 'mom', 'presence', 'friend', 'family', 'supporting', 'day']"
4,"['feel', 'like', 'havent', 'shaken', 'lately']"
1,"['feeling', 'reassured', 'wave', 'missing', 'hit']"
4,"['feel', 'like', 'put', 'bag', 'shaken', 'otherwise', 'ok']"
4,"['im', 'feeling', 'wimpy', 'know', 'one', 'year', 'old', 'ha', 'sent', 'old', 'country', 'year', 'parent', 'work']"
0,"['im', 'tired', 'feeling', 'dumb']"
0,"['im', 'really', 'fan', 'seafood', 'feel', 'quite', 'sorry', 'people', 'kill', 'live', 'clam', 'prawn', 'shark', 'fin']"
1,"['normally', 'able', 'express', 'feel', 'particularly', 'im', 'excited', 'happy']"
2,"['awaken', 'mild', 'night', 'sweat', 'usually', 'feel', 'hot', 'fever', 'want', 'remove', 'blanket']"
0,"['feel', 'like', 'deserve', 'punished', 'way', 'amp', 'search', 'way', 'self', 'harm', 'non', 'lethal', 'overdose', 'etc']"
1,"['feel', 'like', 'recipe', 'kind', 'word', 'title', 'perfect', 'famous', 'ultimate', 'grand', 'supreme', 'ect']"
0,"['im', 'taking', 'nap', 'day', 'havent', 'really', 'feeling', 'sleep', 'deprived', 'day', 'ive', 'cut', 'caffeine', 'intake', 'third', 'used', 'since', 'coming', 'back', 'uk']"
0,"['feel', 'like', 'mollusk', 'repeatedly', 'beaten', 'wet', 'cloth', 'stabbed', 'time', 'back', 'sake']"
2,"['feel', 'bit', 'naughty', 'making', 'public', 'remembered', 'wa', 'made', 'feel', 'like', 'shit', 'confidence', 'stripped']"
0,"['feel', 'foolish']"
0,"['feel', 'dumb', 'going']"
4,"['feel', 'agitated', 'annoyed', 'see', 'feel', 'darkness', 'everywhere']"
1,"['seen', 'solopgangfor', 'see', 'love', 'woman', 'eye', 'feel', 'touch', 'precious', 'barnog', 'know', 'mother', 'love']"
0,"['feel', 'messy']"
1,"['feel', 'going', 'sneeze', 'therefore', 'beloved', 'think', 'doe']"
3,"['think', 'unconsciously', 'subconsciously', 'feel', 'like', 'vile', 'vile']"
1,"['feel', 'valuable', 'today', 'ever']"
4,"['close', 'eye', 'recite', 'following', 'mantra', 'every', 'day', 'whenever', 'feeling', 'unsure', 'frustrated', 'shiftless', 'progress', 'towards', 'top', 'body']"
0,"['say', 'still', 'feel', 'completely', 'rotten', 'constantly', 'exhausted']"
1,"['feel', 'sooo', 'soo', 'lucky']"
1,"['feel', 'like', 'ever', 'start', 'feel', 'happy', 'consistent', 'amount', 'time', 'ha', 'end']"
2,"['feel', 'accepted', 'respected', 'loving', 'loyal', 'generous']"
5,"['stopped', 'feeling', 'surprised']"
1,"['feel', 'super', 'warm', 'nice', 'smile', 'cry']"
3,"['try', 'speak', 'stand', 'simply', 'try', 'insert', 'conversation', 'feel', 'selfish', 'like', 'attention', 'whore']"
2,"['sometimes', 'feel', 'nostalgic', 'feel', 'need', 'go', 'back', 'look', 'old', 'blog', 'post', 'say', 'without', 'knowing', 'record', 'hold', 'many', 'memory']"
3,"['could', 'walk', 'slow', 'pace', 'browse', 'booth', 'long', 'wanted', 'dart', 'shop', 'main', 'street', 'without', 'feeling', 'rushed']"
0,"['feel', 'hopeless', 'usually', 'want', 'scream']"
1,"['feel', 'valuable', 'quality', 'child', 'exhibit', 'questioning', 'curious', 'mind', 'especially', 'regard']"
1,"['wa', 'feeling', 'half', 'joked', 'ive', 'undressing', 'eye', 'month', 'already', 'rest', 'eager', 'share', 'fun']"
1,"['feel', 'triumphant', 'ive', 'found']"
2,"['still', 'feel', 'longing', 'inspite', 'sitting', 'front']"
0,"['combination', 'frozen', 'yogurt', 'food', 'art', 'many', 'snap', 'making', 'feel', 'miserable', 'life', 'wa', 'still', 'stuck', 'office']"
2,"['feel', 'im', 'fairly', 'generous', 'person', 'dont', 'sell', 'give', 'away', 'trudger', 'make', 'except', 'gift', 'close', 'friend', 'relative']"
1,"['im', 'kitchen', 'glance', 'lovely', 'robin', 'egg', 'blue', 'binding', 'feel', 'assured', 'anything', 'ever', 'need', 'know', 'food', 'found', 'within', 'page']"
0,"['feel', 'highly', 'disadvantaged']"
1,"['ive', 'recently', 'started', 'building', 'ig', 'army', 'themed', 'around', 'everyones', 'favorite', 'strategy', 'game', 'x', 'com', 'im', 'feeling', 'army', 'isnt', 'k', 'lore', 'friendly', 'bit', 'cartoonish']"
1,"['vocalize', 'pain', 'hurt', 'feel', 'like', 'outsider', 'others', 'tell', 'dont', 'think', 'never', 'see', 'hand', 'told', 'im', 'faithful', 'ive', 'committed', 'service', 'coming', 'everything']"
3,"['feel', 'jealous', 'know', 'go', 'woman']"
3,"['however', 'feel', 'bit', 'envious', 'people', 'different', 'perfume', 'different', 'season']"
1,"['feel', 'amazing', 'tonight']"
0,"['end', 'feeling', 'unwelcome', 'go', 'spare', 'bedroom', 'used', 'coat', 'closet', 'take', 'xanax', 'saving', 'entire', 'time', 'pas']"
4,"['ask', 'know', 'thing', 'everything', 'change', 'feel', 'bit', 'shaky', 'try', 'keep', 'leading', 'edge', 'huge', 'amount', 'change', 'invited', 'allow', 'come', 'alignment', 'catch']"
0,"['feel', 'awful', 'missing', 'school']"
1,"['remote', 'feel', 'terrific', 'great', 'worth']"
4,"['feeling', 'suspicious', 'snooped', 'computer']"
1,"['feel', 'going', 'strengthen', 'diva', 'division', 'even', 'talented', 'female', 'wrestler', 'gon', 'na', 'see', 'thing', 'shake']"
3,['response']
0,"['would', 'one', 'screaming', 'yelling', 'ive', 'handed', 'bill', 'paying', 'responsibility', 'family', 'feel', 'peace', 'idiotic', 'long', 'distance', 'call', 'seem', 'accrue', 'every', 'month']"
1,"['wish', 'could', 'say', 'led', 'feeling', 'socially', 'accepted']"
1,"['supposed', 'feel', 'special', 'even', 'care', 'e', 'barista', 'man']"
1,"['day', 'work', 'feeling', 'relaxed', 'lucky', 'share', 'enjoy', 'hubby']"
4,"['sat', 'feeling', 'helpless', 'like', 'moment', 'episode', 'walking', 'dead']"
4,"['dont', 'know', 'feel', 'frantic', 'really', 'want', 'particular', 'song', 'little', 'girl']"
0,"['feel', 'disturbed', 'thanks', 'psychopath', 'useless', 'fake', 'story']"
1,"['look', 'balance', 'commercial', 'title', 'feel', 'could', 'support', 'artistic', 'interpretation']"
0,"['feel', 'movie', 'say', 'fact', 'name', 'mean', 'doomed']"
0,"['remember', 'getting', 'car', 'body', 'feeling', 'really', 'lame']"
1,"['im', 'go', 'look', 'start', 'feel', 'calm', 'think', 'phone', 'probably', 'died']"
1,"['im', 'feeling', 'pretty', 'determined', 'right', 'keep', 'determination', 'flowing']"
0,"['feel', 'like', 'every', 'day', 'grow', 'stronger', 'become', 'less', 'needy', 'someone', 'fill', 'role']"
1,"['also', 'hate', 'feeling', 'forcing', 'value', 'onto', 'others', 'celebrating', 'buying', 'others', 'gift', 'sake', 'supporting', 'consumerism']"
4,"['ended', 'eating', 'lot', 'carbs', 'day', 'feel', 'pressured', 'eat', 'bunch', 'last', 'day']"
3,"['feel', 'ending', 'wa', 'bit', 'rushed', 'wonder', 'might', 'missed', 'certain', 'sign', 'small', 'thing', 'story', 'happens', 'addictive', 'dont', 'notice', 'time', 'passing']"
1,"['wasnt', 'one', 'feeling', 'pleased', 'laurie', 'wa', 'beside', 'old', 'structure', 'artefact', 'still', 'sitting', 'around', 'untouched', 'pretty', 'much', 'condition', 'day', 'last', 'locomotive', 'went']"
0,"['wasnt', 'self', 'conscious', 'atrocious', 'singing', 'think', 'id', 'tempted', 'break', 'whenever', 'colleague', 'feeling', 'defeated']"
4,"['ill', 'feel', 'uncomfortable', 'although', 'always', 'heard', 'people', 'friend', 'around', 'calling', 'loved', 'one', 'honey', 'babe', 'angel', 'darling', 'peach', 'pickle', 'gt']"
1,"['feel', 'prepare', 'hurricane', 'every', 'day', 'week', 'end', 'night', 'three', 'precious', 'storm', 'leave', 'trail', 'throughout', 'home']"
0,"['listen', 'song', 'feel', 'sorrowful', 'atmosphere']"
2,"['feel', 'around', 'hollywood', 'way', 'lovely', 'girl', 'doe', 'marilyn', 'walk', 'fame', 'really', 'great']"
3,"['feel', 'offended', 'used', 'disgusted']"
0,"['actively', 'seeking', 'god', 'heart', 'feel', 'lethargic', 'directionless', 'slow', 'come', 'see', 'god', 'even', 'think', 'god', 'see']"
1,"['feeling', 'pretty', 'optimistic', 'final', 'product']"
5,"['went', 'work', 'feel', 'stunned', 'numb']"
1,"['start', 'enjoying', 'becomes', 'part', 'general', 'fabric', 'feeling', 'joyful', 'everyday', 'activity']"
1,"['feel', 'satisfied', 'sad', 'time']"
4,"['wa', 'feeling', 'little', 'shaky', 'called', 'day', 'small', 'bike']"
3,"['feel', 'sucked', 'back', 'vicious', 'cycle', 'start', 'every', 'time', 'open', 'door', 'every', 'time', 'show', 'back', 'back', 'hint', 'love', 'youre', 'afraid']"
4,"['want', 'able', 'get', 'without', 'feeling', 'weird', 'bathing', 'suit']"
4,"['feel', 'like', 'weird', 'limbo', 'childhood', 'adulthood']"
3,"['noticed', 'increasing', 'frustration', 'feel', 'petty', 'artificially', 'created', 'drama']"
1,"['get', 'feeling', 'im', 'valued', 'potential', 'welcome']"
3,"['feel', 'irritable', 'like', 'running', 'def', 'cure']"
3,"['dont', 'drink', 'green', 'charged', 'water', 'day', 'feel', 'irritable', 'disoriented']"
5,"['feel', 'strange', 'pang', 'loneliness', 'emptiness', 'bubble']"
3,"['tired', 'feel', 'fucked']"
4,"['also', 'feel', 'strange', 'ripe', 'old', 'age', 'twenty', 'three', 'want', 'goddamn', 'life', 'partner']"
0,"['im', 'feeling', 'bit', 'jaded']"
1,"['think', 'really', 'made', 'u', 'decide', 'stay', 'multiband', 'made', 'u', 'feel', 'valued', 'listen', 'fact', 'student', 'need', 'homework']"
1,"['think', 'thin', 'line', 'effectual', 'love', 'hero', 'worship', 'action', 'toward', 'asami', 'make', 'feel', 'especially', 'positive', 'toward']"
1,"['feel', 'quite', 'proud', 'wonderful', 'feeling', 'year', 'feeling', 'anything']"
0,"['suppose', 'natural', 'squeeze', 'every', 'half', 'hour', 'last', 'five', 'day', 'spend', 'time', 'family', 'making', 'memory', 'friend', 'promising', 'feel', 'like', 'someone', 'elses', 'life', 'numb', 'way']"
2,"['say', 'helpless', 'phone', 'muttered', 'love', 'love', 'feeling', 'always', 'feel', 'sweet', 'always', 'feel', 'nothing', 'person', 'undertaking', 'matter']"
0,"['feel', 'extremely', 'awkward', 'interview', 'people', 'job']"
1,"['really', 'hope', 'share', 'feeling', 'would', 'wonderful', 'together']"
0,"['feel', 'dismayed', 'feel', 'like', 'everything', 'thought', 'wa', 'true', 'wa', 'lie', 'one', 'thing', 'never', 'say', 'good', 'bye']"
1,"['feel', 'pleased', 'see', 'proud']"
4,"['feeling', 'anxious', 'im', 'watching', 'important', 'game', 'im', 'avoiding', 'bar', 'asshole', 'broke', 'heart', 'im', 'missing', 'meeting', 'cute', 'boy']"
0,"['think', 'thats', 'exactly', 'ill', 'love', 'year', 'school', 'leaving', 'time', 'whereas', 'feel', 'sad', 'leave', 'behind', 'friend', 'year', 'within', 'music', 'department', 'well', 'year', 'form', 'ive', 'worked', 'year', 'amazing', 'violin', 'pupil']"
1,"['im', 'feeling', 'inspired', 'hasnt', 'stopped', 'raining', 'least', 'week', 'doe', 'sun', 'look', 'like']"
4,"['feel', 'really', 'anxious']"
3,"['feel', 'terribly', 'unkind', 'say', 'span', 'style', 'font', 'size']"
1,"['feel', 'like', 'popular']"
3,"['feel', 'resentful']"
0,"['im', 'feeling', 'pretty', 'miserable', 'sorry']"
1,"['would', 'plunge', 'icy', 'depth', 'feeling', 'invigorated', 'invincible']"
3,"['feel', 'obnoxious', 'another', 'vocab', 'word']"
1,"['feel', 'utterly', 'joyful', 'brimming', 'gratitude']"
0,"['im', 'feeling', 'guilty', 'written', 'beautiful', 'poetic', 'post', 'expressing', 'thankful']"
4,"['looked', 'husband', 'even', 'though', 'love', 'love', 'heart', 'feeling', 'felt', 'today', 'wa', 'stood', 'vulnerable', 'grew', 'deep', 'strong', 'didnt', 'realise', 'could', 'love', 'anymore']"
1,"['save', 'recipe', 'springpad', 'im', 'feeling', 'adventurous', 'might', 'try', 'something', 'new']"
1,"['feel', 'completely', 'blessed', 'wonderful', 'family', 'friend']"
0,"['feel', 'whiney', 'today', 'one', 'week', 'surgery', 'major', 'abdominal', 'surgery']"
0,"['ive', 'feeling', 'weepy', 'sensitive', 'today', 'time', 'roll', 'towards', 'anniversary', 'father', 'death']"
3,"['remember', 'feeling', 'impatient', 'endless', 'convoluted', 'fairy', 'tale', 'wa', 'told', 'throughout', 'book']"
2,"['feel', 'liked', 'day', 'tom']"
0,"['im', 'sure', 'feel', 'empty', 'space', 'left']"
0,"['believe', 'feeling', 'duality', 'spirituality', 'suffering', 'growth', 'upright', 'position', 'offer', 'manifestation', 'happiness', 'simple', 'joy', 'fulfillment']"
1,"['twisted', 'mean', 'use', 'wa', 'feeling', 'ok']"
1,"['im', 'little', 'worried', 'feel', 'protagonist', 'may', 'likeable', 'enough', 'average', 'person', 'based', 'focus', 'group', 'one']"
3,"['admit', 'feel', 'little', 'envious', 'hear', 'young', 'writer', 'well']"
2,"['feeling', 'wa', 'going', 'happen', 'accepted', 'job', 'offer', 'life', 'like', 'throw', 'lot', 'curveballs']"
3,"['feel', 'like', 'need', 'tattoo', 'peggy', 'mara', 'quote', 'onto', 'arm', 'see', 'next', 'time', 'feel', 'disgusted', 'disdainful', 'disappointed', 'child', 'behavior']"
0,"['found', 'day', 'wa', 'feeling', 'stressed', 'unsure', 'ability']"
0,"['would', 'feel', 'wa', 'devastated']"
1,"['thinking', 'keeping', 'current', 'feel', 'need', 'keep', 'entertained', 'babysat', 'giving', 'work', 'project', 'needed']"
0,"['look', 'beefy', 'even', 'though', 'older', 'feel', 'dirty', 'feel', 'like', 'one', 'would', 'like', 'one']"
5,"['wonder', 'feel', 'surprised', 'thing', 'different', 'expected']"
5,"['remembered', 'seeing', 'piece', 'feeling', 'impressed', 'seeing', 'wa', 'surprised', 'wa', 'blinded', 'memory']"
0,"['feel', 'like', 'missed', 'bit', 'reading', 'series', 'order']"
4,"['risk', 'feeling', 'vulnerable', 'feeling', 'everyone', 'staring', 'examining', 'every', 'little', 'dimple', 'thigh', 'sag', 'arm']"
1,"['love', 'making', 'feel', 'welcomed', 'excited', 'starting', 'high', 'school']"
1,"['feel', 'like', 'cute', 'little', 'case', 'kind', 'hidden']"
1,"['feel', 'really', 'bouncy', 'absolutely', 'reason', 'head', 'hurt', 'bit', 'trying', 'remember', 'book', 'im', 'going', 'simply', 'read']"
4,"['know', 'feeling', 'strange', 'sense', 'serendipity', 'mind', 'collide', 'page']"
0,"['apologize', 'anyone', 'may', 'feel', 'neglectful', 'slacker', 'mcslackerson']"
1,"['think', 'enjoyed', 'event', 'made', 'feel', 'welcomed']"
4,"['im', 'stoned', 'endorphin', 'feel', 'leg', 'muscle', 'seizing', 'petrified', 'meat']"
0,"['feeling', 'rejected', 'became', 'laughing', 'stock', 'among', 'peer']"
1,"['want', 'feel', 'like', 'casting', 'director', 'going', 'take', 'one', 'look', 'say', 'amazing']"
4,"['remember', 'feeling', 'frantic', 'point']"
1,"['feel', 'successful', 'lazy', 'mom']"
1,"['feel', 'like', 'get', 'something', 'really', 'cool', 'could', 'easily', 'turn', 'finished', 'piece', 'kind', 'get', 'two', 'hour']"
0,"['im', 'still', 'feeling', 'terrible', 'even', 'though', 'ive', 'good', 'day']"
4,"['drove', 'away', 'today', 'feeling', 'overwhelmed', 'news', 'heard', 'trillion', 'time', 'news', 'heart', 'know', 'already']"
1,"['wa', 'stressed', 'finally', 'come', 'end', 'feel', 'relieved']"
3,"['love', 'feeling', 'cold', 'nipping', 'nose', 'im', 'warm', 'clothes']"
4,"['hoped', 'feel', 'shiver', 'ran', 'maybe', 'wa', 'startled', 'pulled', 'away']"
0,"['honestly', 'hoped', 'wake', 'one', 'day', 'feeling', 'terrible', 'cry', 'blood', 'whatever']"
1,"['read', 'premonition', 'rare', 'feeling', 'wa', 'caught', 'dewi', 'lestari', 'play', 'metaphor', 'crazily', 'charming', 'word']"
3,"['drawn', 'totally', 'solid', 'neutral', 'bag', 'black', 'brown', 'throw', 'vibrant', 'patent', 'red', 'maybe', 'feeling', 'dangerous', 'metallic', 'clutch', 'usually', 'adventurous', 'get', 'accessory']"
0,"['feel', 'numb']"
1,"['actually', 'feel', 'excited', 'first', 'time', 'long', 'time']"
0,"['feel', 'like', 'embarrassed', 'anything', 'let', 'go']"
0,"['feel', 'like', 'im', 'troubled', 'sad', 'anti', 'social', 'person']"
0,"['im', 'feeling', 'ugly']"
0,"['feel', 'kinda', 'worthless', 'unwanted', 'time', 'cuz', 'ive', 'always', 'felt', 'im', 'ugliest', 'among', 'friend', 'cuz', 'freaking', 'pretty', 'oh', 'dayummm', 'like', 'forever', 'feeling', 'inferior', 'stuff', 'la']"
0,"['im', 'feeling', 'sad', 'remind', 'talented', 'good', 'thing', 'also', 'see', 'thing', 'inspire', 'place']"
2,"['feel', 'romantic', 'add', 'visit', 'ipod', 'loaded', 'dark', 'synthwave', 'amp', 'early', 'college', 'radio', 'alternative', 'cure', 'neds', 'atomic', 'dustbin', 'candy', 'skin', 'posy', 'pixy', 'blur', 'james', 'springhouse', 'morrissey']"
0,"['still', 'feeling', 'broke', 'month', 'friend', 'moment', 'want', 'back', 'well']"
3,"['feel', 'violent', 'want', 'break', 'glass']"
4,"['make', 'assumption', 'based', 'see', 'think', 'feel', 'wondered', 'strange', 'thing']"
0,"['feel', 'like', 'waiting', 'unpleasant', 'meeting', 'someone', 'authoritative', 'position']"
1,"['feeling', 'ok', 'incision', 'sore', 'expected', 'neuropathy', 'finger', 'toe', 'residual', 'chemo', 'ive', 'told', 'may', 'take', 'year', 'resolve', 'indeed', 'doe']"
0,"['feel', 'ashamed', 'unproductive', 'day']"
0,"['ignore', 'shell', 'keep', 'trying', 'trying', 'trying', 'till', 'break', 'feel', 'horrible']"
2,"['wa', 'feeling', 'nostalgic', 'grateful']"
4,"['feel', 'helpless', 'mother', 'able', 'take', 'pain', 'away', 'small', 'child', 'could', 'young', 'adult', 'age', 'wa', 'hurt', 'see', 'pain']"
3,"['drive', 'home', 'feel', 'like', 'petty', 'thief', 'stolen', 'exposure', 'crudely', 'stuck', 'camera', 'ancient']"
3,"['refuse', 'let', 'feel', 'bitter', 'small', 'sacrifice', 'make']"
1,"['im', 'zooming', 'right', 'second', 'trimester', 'feel', 'fantastic', 'trinity']"
4,"['feel', 'uptight', 'wonder', 'dont', 'know', 'whats', 'right']"
1,"['sing', 'decently', 'coming', 'kind', 'family', 'always', 'feel', 'like', 'im', 'less', 'talented', 'ive', 'never', 'really', 'tried', 'learn']"
1,"['share', 'feel', 'valuable', 'information']"
0,"['im', 'packing', 'leave', 'school', 'feeling', 'sentimental']"
0,"['sooooo', 'understand', 'feeling', 'like', 'ugly', 'brown', 'pair', 'shoe', 'world', 'designer', 'tuxedo', 'complete', 'diamond', 'cufflink']"
0,"['feel', 'troubled']"
